system_name,preset,lineage,block,split,status,evidence_type,fairness_status,trust_tier,n_questions,composite_score,public_score,private_score,final_rank,local_counterpart,answer_accuracy,doc_accuracy,page_proximity,runtime_total_seconds,rerank_seconds,avg_score_delta,doc_flip_rate,page_change_rate,answer_change_rate,per_domain_score_delta,config_hash,hardware_tag,artifact_dir,notes,methodology_flags,gpu_memory_snapshots
v7,,Trusted rollback and competition anchor.,submission_lineage,public_kaggle,public_complete,public_kaggle,public_final,trusted_public,,0.8688,0.8688,0.8722,7,v7_full_dev,,,,,,,,,,{},,,,Best actual competition submission and final paper anchor.,,[]
v7_50,v7_baseline,v7_baseline,submission_lineage,50q,artifact_present,offline_named_preset,fair,trusted_offline,50,0.8672935431386309,,,,,0.9,0.88,0.789174172554524,258.81642842292786,95.52500605583191,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_50,,,[]
v7_baseline_fold0,v7_baseline,v7_baseline,submission_lineage,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.830869336615796,,,,,0.8493150684931506,0.8767123287671232,0.7481348807097585,304.5623013973236,96.49879765510559,0.0,0.0,0.0,0.0,"{""domain_1"": 0.0, ""domain_2"": 0.0}",f273fe285ceaef26d401650753b8f5ed9201589c1cc7eb909f66c16cb637824f,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_baseline_fold0,,,[]
v7_baseline_fold0_smoke,v7_baseline,v7_baseline,submission_lineage,fold0,artifact_present,offline_named_preset,fair,trusted_offline,2,0.9861111111111112,,,,,1.0,1.0,0.9444444444444444,71.84031915664673,28.56922149658203,0.0,0.0,0.0,0.0,"{""domain_2"": 0.0}",625bccf4bd156c59b2d62c9ffbe188bbfe6d8473797e502e4647d2784b5def88,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_baseline_fold0_smoke,,,[]
v7_baseline_fold1,v7_baseline,v7_baseline,submission_lineage,fold1,artifact_present,offline_named_preset,fair,trusted_offline,78,0.8718012114877441,,,,,0.9358974358974359,0.8333333333333334,0.7820766408227707,328.91239619255066,113.06908655166626,0.0,0.0,0.0,0.0,"{""domain_1"": 0.0, ""domain_2"": 0.0}",1a6034447b69f352308aeb8d8d1044085f1d9b7ed8f31f820fe11d19dbf1e252,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_baseline_fold1,,,[]
v7_baseline_lockbox,v7_baseline,v7_baseline,submission_lineage,lockbox,artifact_present,offline_named_preset,fair,trusted_offline,95,0.8876828209136702,,,,,0.8947368421052632,0.9368421052631579,0.824415494180997,376.45886993408203,123.16734862327576,0.0,0.0,0.0,0.0,"{""domain_1"": 0.0, ""domain_2"": 0.0}",eafdd37b629b6e51bdb1b82356298ba661930e2d889f724752ee94c449587c69,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_baseline_lockbox,,,[]
v7_full_dev,v7_baseline,v7_baseline,submission_lineage,full_dev,artifact_present,offline_named_preset,fair,trusted_offline,461,0.8634069432886881,,,,,0.8850325379609545,0.8893709327548807,0.7941917644779606,1795.4593377113342,624.1173553466797,0.0,0.0,0.0,0.0,"{""domain_1"": 0.0, ""domain_2"": 0.0}",,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/v7_full_dev,,,[]
v9,,Regression branch with runtime governor and doc-level instability.,submission_lineage,public_kaggle,public_complete,public_kaggle,public_final,trusted_public,,0.6716,0.6716,0.7265,,v9_full_dev,,,,,,,,,,{},,,,Clear negative control for the paper's failure-analysis section.,,[]
candidate_avir_threshold_v1_10,candidate_avir_threshold_v1,candidate_avir_threshold_v1,supplementary,10q,artifact_present,offline_named_preset,fair,trusted_offline,10,0.9953080308030803,,,,,1.0,1.0,0.9812321232123213,73.14596176147461,16.10083293914795,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_avir_threshold_v1_10,,,[]
candidate_avir_threshold_v1_50,candidate_avir_threshold_v1,candidate_avir_threshold_v1,supplementary,50q,artifact_present,offline_named_preset,fair,trusted_offline,50,0.8707263263658541,,,,,0.9,0.88,0.8029053054634168,218.51950907707214,66.14078283309937,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_avir_threshold_v1_50,,,[]
candidate_avir_threshold_v1_fold0,candidate_avir_threshold_v1,candidate_avir_threshold_v1,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.8307725948775404,,,,,0.8493150684931506,0.8767123287671232,0.7477479137567363,300.5377495288849,95.60995650291443,-9.674173825555246e-05,0.0,0.1232876712328767,0.0,"{""domain_1"": 0.0012761423332342172, ""domain_2"": -0.001587301587301588}",299cc1cdf5e188981f199a2452edf1fdb102c0c50fb8fd2459dd72d18dd748a3,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_avir_threshold_v1_fold0,,,[]
candidate_avir_threshold_v1_full,candidate_avir_threshold_v1,candidate_avir_threshold_v1,supplementary,full_dev,artifact_present,offline_named_preset,fair,trusted_offline,461,0.8663426622125334,,,,,0.8850325379609545,0.8893709327548807,0.8059346401733433,1711.211350440979,577.7653875350952,0.002935718923845624,0.0,0.1843817787418655,0.0,"{""domain_1"": 0.003058973620901414, ""domain_2"": 0.0028429264142751055}",,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_avir_threshold_v1_full,,,[]
candidate_confidence_gated_v1_10,candidate_confidence_gated_v1,candidate_confidence_gated_v1,supplementary,10q,artifact_present,offline_named_preset,fair,trusted_offline,10,0.976991199119912,,,,,1.0,1.0,0.907964796479648,70.81914114952087,14.956167459487915,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_confidence_gated_v1_10,,,[]
candidate_confidence_gated_v1_50,candidate_confidence_gated_v1,candidate_confidence_gated_v1,supplementary,50q,artifact_present,offline_named_preset,fair,trusted_offline,50,0.887293543138631,,,,,0.94,0.88,0.789174172554524,256.9779007434845,93.72907614707947,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_confidence_gated_v1_50,,,[]
candidate_confidence_gated_v1_fold0,candidate_confidence_gated_v1,candidate_confidence_gated_v1,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.8164096714711992,,,,,0.821917808219178,0.8767123287671232,0.7450907406793171,296.4035303592682,95.80230450630188,-0.014459665144596652,0.0,0.0136986301369863,0.0410958904109589,"{""domain_1"": 0.0, ""domain_2"": -0.03015873015873016}",323457dddf09478aba4a8077c3bce24974ce4dd088eac0a42e1d01b19affbce1,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_confidence_gated_v1_fold0,,,[]
candidate_confidence_gated_v1_full,candidate_confidence_gated_v1,candidate_confidence_gated_v1,supplementary,full_dev,artifact_present,offline_named_preset,fair,trusted_offline,461,0.861737028625919,,,,,0.8828633405639913,0.8893709327548807,0.7918505006208106,1690.7492380142212,576.2923202514648,-0.0016699146627690707,0.0,0.006507592190889371,0.04338394793926247,"{""domain_1"": -0.005050505050505051, ""domain_2"": 0.0008751685949180923}",,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_confidence_gated_v1_full,,,[]
candidate_ddl_v3_exhaust_fold0,candidate_ddl_v3_exhaustive,candidate_ddl_v3_exhaustive,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.845092521955768,,,,,0.8356164383561644,0.9178082191780822,0.7913289919326599,300.37388277053833,96.59143686294556,0.014223185339971963,0.0684931506849315,0.0821917808219178,0.0410958904109589,"{""domain_1"": 0.027323487626788243, ""domain_2"": 0.0}",30e6142f1ed5abaa8fb68b2e697af759a97597de1172bd41a22525e0d9dff972,unknown,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_ddl_v3_exhaust_fold0,,,[]
candidate_evidence_first_v1_fold0,candidate_evidence_first_v1,candidate_evidence_first_v1,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.8308134413892484,,,,,0.8493150684931506,0.8767123287671232,0.7479112998035679,301.7259101867676,96.31329321861267,-5.589522654765037e-05,0.0,0.2465753424657534,0.0,"{""domain_1"": 0.004278587240228636, ""domain_2"": -0.004761904761904761}",99767e151983a3685942d2d5448526e3f0bb90afea34f75e0051f2ff987e4f47,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_evidence_first_v1_fold0,,,[]
candidate_no_bleed_v1_fold0,candidate_no_bleed_v1,candidate_no_bleed_v1,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.8576775471946126,,,,,0.8767123287671232,0.8904109589041096,0.7868745723400934,263.5063898563385,84.50887632369995,0.026808210578816563,0.0958904109589041,0.3013698630136986,0.1095890410958904,"{""domain_1"": 0.017143258334159316, ""domain_2"": 0.037301587301587294}",0fe8d187a0add9d4072f06ae133add15861f155eeea4c66a6efd9a421afa26c7,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_no_bleed_v1_fold0,,,[]
candidate_no_bleed_v1_fold1,candidate_no_bleed_v1,candidate_no_bleed_v1,supplementary,fold1,artifact_present,offline_named_preset,fair,trusted_offline,78,0.86221168680534,,,,,0.9102564102564102,0.8589743589743589,0.7693595677341807,253.48052144050598,76.4681487083435,-0.009589524682403941,0.1794871794871795,0.34615384615384615,0.11538461538461539,"{""domain_1"": 0.006626018961545275, ""domain_2"": -0.023488562091503264}",9465f511bd6b3c0038683af3f877837e314e738570b04f8fb719d1fe22b1ff50,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_no_bleed_v1_fold1,,,[]
candidate_no_bleed_v1_lockbox,candidate_no_bleed_v1,candidate_no_bleed_v1,supplementary,lockbox,artifact_present,offline_named_preset,fair,trusted_offline,95,0.8575460309188813,,,,,0.8631578947368421,0.9052631578947369,0.7986051763071044,330.3735032081604,105.6508309841156,-0.03013678999478895,0.10526315789473684,0.3894736842105263,0.10526315789473684,"{""domain_1"": -0.017961411525767964, ""domain_2"": -0.03861607142857142}",553a2101570635add1626d7b79444ae566c2bcfe15588d180d36d35b1026e8e2,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_no_bleed_v1_lockbox,,,[]
candidate_page_summary_selector_v1_10,candidate_page_summary_selector_v1,candidate_page_summary_selector_v1,supplementary,10q,artifact_present,offline_named_preset,fair,trusted_offline,10,0.9708523394356241,,,,,1.0,1.0,0.883409357742497,189.40080094337463,64.05464291572571,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_page_summary_selector_v1_10,,,[]
candidate_page_summary_selector_v1_50,candidate_page_summary_selector_v1,candidate_page_summary_selector_v1,supplementary,50q,artifact_present,offline_named_preset,fair,trusted_offline,50,0.8640434436844131,,,,,0.9,0.88,0.7761737747376525,283.4912042617798,93.30767059326172,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_page_summary_selector_v1_50,,,[]
candidate_page_summary_selector_v1_fold0,candidate_page_summary_selector_v1,candidate_page_summary_selector_v1,supplementary,fold0,artifact_present,offline_named_preset,fair,trusted_offline,73,0.8301076873749267,,,,,0.8493150684931506,0.8767123287671232,0.7450882837462821,303.8462498188019,95.41576266288757,-0.0007616492408691106,0.0,0.2876712328767123,0.0,"{""domain_1"": 0.0015652360656821021, ""domain_2"": -0.003287981859410427}",a967b127dfee5f1b3bfef8206d654d6f5a3af75ce6baafb81ca75e4550c324e6,a30-standby,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/candidate_page_summary_selector_v1_fold0,,,[]
reranker_ablation_2026-03-30,reranker_ablation_2026-03-30,reranker_ablation_2026-03-30,supplementary,unknown,artifact_present,offline_named_preset,fair,trusted_offline,,,,,,,,,,,,,,,,{},,,/scratch/gilbreth/tamst01/unlp2026/outputs/benchmarks/reranker_ablation_2026-03-30,,,[]
